레시피ID,레시피명,메뉴 대분류,세부 카테고리,주재료,조리 유형,상황 태그,식사 유형,매운맛,기준 인분,재료명,재료 분량,재료 수,총 소요 시간(분),난이도,필요 도구,설거지 수준,조리 단계 수,조리 단계,단계별 시간,불 세기,보관 방법,재가열 방법,대체 재료,생략 가능 재료,초보 팁,실패 방지 팁,초보 적합도(5점),1인 가구 적합도(5점)
R0104,소시지 채소볶음,메인요리,볶음,"[소시지, 양파, 파프리카]",[볶기],"[15분 이하, 원팬 요리, 설거지 적음, 도시락 가능, 든든한 한 끼, 밥반찬, 남은 재료 활용]",[점심·저녁],없음,1인분,"[비엔나소시지, 양파, 파프리카, 양배추, 식용유, 케첩, 굴소스, 설탕, 다진 마늘, 물, 후추]","[150g, 1/4개(50g), 70g, 60g, 5ml(1작은술), 25g(1큰술+2작은술), 5ml(1작은술), 3g, 2g, 15ml, 0.1g]",11,15,매우 쉬움,"[칼, 도마, 프라이팬, 뒤집개]",적음,6,"[1. 소시지는 사선으로 얕게 칼집을 내고 채소는 한입 크기로 썬다. ,  2. 팬에 식용유를 두르고 중불에서 소시지를 2분 볶는다. ,  3. 양파와 다진 마늘을 넣어 1분 볶는다. ,  4. 파프리카와 양배추를 넣어 2분 더 볶는다. ,  5. 케첩, 굴소스, 설탕, 물, 후추를 섞어 팬에 붓는다. ,  6. 중불에서 2분 볶아 소스가 고르게 묻고 소시지가 뜨거우면 불을 끈다.]","[1. 약 1분 ,  2. 2분 ,  3. 1분 ,  4. 2분 ,  5. 약 1분 ,  6. 2분]","[1. 불 사용 없음 ,  2. 중불 ,  3. 중불 ,  4. 중불 ,  5. 중불 ,  6. 중불→불 끔]",밀폐 냉장 3일; 냉동은 채소 식감 때문에 비추천,전자레인지 700W에서 1분 30초 또는 팬 약불 3분 재가열,"[파프리카는 당근 50g으로 대체 가능,  굴소스는 진간장 5ml로 대체 가능]",[양배추는 생략 가능],"재료와 양념을 불을 켜기 전에 모두 꺼내 두고, 팬에 물이 생기지 않도록 한 번에 너무 많이 넣지 않는다.",채소를 오래 볶으면 물이 나오고 소스가 묽어진다. 채소는 센 편의 불에서 2~3분만 익힌다.,5,5
R0105,숙주나물,반찬,무침,[숙주],"[데치기, 무치기]","[10분 이하, 냄비 하나, 도시락 가능, 밥반찬]",[점심·저녁],없음,1인분,"[숙주, 대파, 국간장, 소금, 다진 마늘, 참기름, 통깨]","[200g, 10g, 5ml(1작은술), 0.8g, 2g, 5ml(1작은술), 2g(1/2작은술)]",7,10,매우 쉬움,"[냄비, 체, 칼, 도마, 볼]",보통,6,"[1. 숙주는 흐르는 물에 두 번 씻고 체에 밭친다. ,  2. 냄비에 물 700ml를 끓이고 숙주를 넣는다. ,  3. 뚜껑을 열어둔 채 2분 30초 데친다. ,  4. 즉시 체에 밭쳐 찬물로 한 번 헹군 뒤 물기를 충분히 턴다. ,  5. 볼에 숙주, 대파, 국간장, 소금, 다진 마늘, 참기름을 넣는다. ,  6. 손끝으로 30초 가볍게 무치고 통깨를 뿌린다.]","[1. 약 3분 ,  2. 약 2분 ,  3. 2분 30초 ,  4. 약 1분 ,  5. 약 1분 ,  6. 30초]","[1. 불 사용 없음 ,  2. 중불 ,  3. 중불 ,  4. 불 사용 없음 ,  5. 불 사용 없음 ,  6. 불 사용 없음]",밀폐 냉장 2일; 냉동 비추천,차갑게 먹거나 전자레인지 700W 30초 데운다,[국간장은 소금 0.5g 추가로 대체 가능],[대파·다진 마늘·통깨는 일부 생략 가능],채소의 물기를 충분히 뺀 뒤 먹기 직전에 양념하면 물이 덜 생기고 간도 흐려지지 않는다.,숙주를 오래 데치면 물러지고 물이 많이 생긴다. 끓는 물에서 2분 30초만 익히고 물기를 충분히 뺀다.,5,5
R0106,순두부 계란국,국·탕,국,"[순두부, 계란]",[끓이기],"[15분 이하, 냄비 하나, 칼 없이 가능, 설거지 적음, 아침 식사, 남은 재료 활용]","[아침, 점심·저녁]",없음,1인분,"[순두부, 계란, 대파, 물, 국간장, 다진 마늘, 소금, 참기름, 후추]","[200g, 1개(50g), 15g, 450ml, 7.5ml(1/2큰술), 2g, 0.5g, 2.5ml(1/2작은술), 0.1g]",9,12,매우 쉬움,"[냄비, 볼, 젓가락, 국자]",적음,6,"[1. 계란은 볼에 풀고 대파는 송송 썬다. ,  2. 냄비에 물, 국간장, 다진 마늘을 넣고 센불에서 끓인다. ,  3. 순두부를 숟가락으로 큰 덩어리째 떠 넣고 중불에서 3분 끓인다. ,  4. 국물을 한 방향으로 가볍게 저으며 계란물을 가늘게 붓는다. ,  5. 30초 기다린 뒤 대파와 후추를 넣고 1분 끓인다. ,  6. 소금으로 간하고 불을 끈 뒤 참기름을 넣는다.]","[1. 약 1분 ,  2. 약 2분 ,  3. 3분 ,  4. 약 1분 ,  5. 30초 + 1분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 센 불 ,  3. 중불 ,  4. 불 사용 없음 ,  5. 중불 ,  6. 불 끔]",밀폐 냉장 2일; 냉동 비추천,냄비에서 완전히 끓인 뒤 2분 가열,[국간장은 진간장 5ml+소금 0.3g으로 대체 가능],[대파·참기름은 생략 가능],"재료를 비슷한 크기로 썰고, 끓기 시작한 뒤 불을 낮춘 다음 마지막에 간을 맞춘다.",순두부를 세게 저으면 국물이 탁하고 잘게 부서진다. 큰 덩어리로 넣고 숟가락으로 한두 번만 움직인다.,5,5
R0107,순두부찌개,찌개,찌개,"[순두부, 돼지고기, 양파]","[볶기, 끓이기]","[냄비 하나, 설거지 적음, 든든한 한 끼]",[점심·저녁],약간 매움,1인분,"[순두부, 돼지고기 다짐육, 양파, 애호박, 대파, 계란, 물, 고춧가루, 국간장, 다진 마늘, 식용유, 소금]","[300g, 80g, 1/4개(50g), 60g, 15g, 1개(50g, 선택), 350ml, 5g(2작은술), 10ml(2작은술), 5g, 10ml(2작은술), 0.5g]",12,20,쉬움,"[칼, 도마, 냄비, 국자]",적음,7,"[1. 양파와 애호박은 1.5cm 크기, 대파는 송송 썬다. ,  2. 냄비에 식용유, 고춧가루, 대파 절반을 넣고 약불에서 30초 볶는다. ,  3. 다진 돼지고기와 다진 마늘을 넣어 중불에서 2분 볶는다. ,  4. 물과 양파를 넣고 센불에서 끓인 뒤 중불로 4분 끓인다. ,  5. 애호박과 순두부를 큰 덩어리로 넣고 4분 끓인다. ,  6. 국간장과 소금으로 간하고 계란을 사용할 경우 가운데에 깨 넣는다. ,  7. 계란 흰자가 익을 때까지 2분 끓이고 남은 대파를 넣는다.]","[1. 약 1분 ,  2. 30초 ,  3. 2분 ,  4. 4분 ,  5. 4분 ,  6. 약 1분 ,  7. 2분]","[1. 불 사용 없음 ,  2. 약불 ,  3. 중불 ,  4. 센 불→중불 ,  5. 중불 ,  6. 중불 ,  7. 중불]",조리 후 2시간 안에 밀폐 냉장하고 2일 이내 섭취; 냉동 비추천,냄비에서 완전히 끓인 뒤 2분 가열,[돼지고기는 참치 60g 또는 바지락살 80g으로 대체 가능],[계란과 애호박은 생략 가능],"재료를 비슷한 크기로 썰고, 끓기 시작한 뒤 불을 낮춘 다음 마지막에 간을 맞춘다.",고춧가루를 센불에서 볶으면 바로 탄다. 식용유와 함께 약불에서 30초만 볶고 재료를 넣는다.,4,5
R0108,스테이크,메인요리,스테이크,[소고기],[굽기],"[원팬 요리, 칼 없이 가능, 든든한 한 끼, 밥반찬]",[점심·저녁],없음,1인분,"[소고기 등심 또는 채끝, 소금, 후추, 식용유, 버터, 마늘, 로즈마리]","[200g(두께 2cm), 2g, 0.2g, 10ml(2작은술), 15g, 3쪽(15g), 1줄기(선택)]",7,20,보통,"[키친타월, 두꺼운 프라이팬, 집게, 접시, 타이머]",보통,7,"[1. 고기는 조리 15분 전 꺼내 키친타월로 표면 물기를 완전히 닦는다. ,  2. 굽기 직전에 양면과 옆면에 소금과 후추를 고르게 뿌린다. ,  3. 팬에 식용유를 두르고 중강불에서 2분 충분히 예열한다. ,  4. 고기를 올려 움직이지 않고 첫 면 2분 30초, 뒤집어 2분 굽는다. ,  5. 버터, 마늘, 로즈마리를 넣고 중불로 낮춰 녹은 버터를 1분간 고기 위에 끼얹는다. ,  6. 옆면을 집게로 잡아 각각 20초씩 굽는다. ,  7. 접시에 옮겨 5분 휴지한 뒤 자른다. 초보자는 중심까지 붉은 생고기 부분이 없도록 추가 가열한다.]","[1. 15분 ,  2. 약 2분 ,  3. 2분 ,  4. 2분 30초 + 2분 ,  5. 1분 ,  6. 20초 ,  7. 5분]","[1. 불 사용 없음 ,  2. 중불 ,  3. 중강불 ,  4. 중강불 ,  5. 중불 ,  6. 중불 ,  7. 불 사용 없음]",가능하면 즉시 먹는다; 남으면 밀폐 냉장 2일,팬 약불에서 물 10ml와 함께 3분 또는 전자레인지 700W 30초씩 나눠 데운다,[등심은 부채살 또는 채끝으로 대체 가능],[버터·마늘·로즈마리는 생략 가능],재료 표면의 물기를 닦고 팬을 충분히 예열한 뒤 올리면 달라붙음과 물 생김을 줄일 수 있다.,고기 표면에 물기가 있으면 갈색 crust가 생기지 않는다. 충분히 닦고 팬을 뜨겁게 예열하되 조리 중 연기가 과하면 불을 낮춘다.,2,2
R0109,스팸 감자짜글이,찌개,짜글이,"[스팸, 감자, 양파]","[끓이기, 조리기]","[냄비 하나, 설거지 적음, 든든한 한 끼]",[점심·저녁],매움,1인분,"[스팸, 감자, 양파, 대파, 물, 고추장, 고춧가루, 진간장, 설탕, 다진 마늘]","[100g, 1개(200g), 1/2개(100g), 20g, 400ml, 15g(1큰술), 4g(2작은술), 10ml(2작은술), 3g, 3g]",10,25,쉬움,"[칼, 도마, 냄비, 국자]",적음,7,"[1. 스팸은 1.5cm, 감자는 1.5cm, 양파는 1cm 크기로 썰고 대파는 송송 썬다. ,  2. 냄비에 감자와 양파를 깔고 스팸을 올린다. ,  3. 물, 고추장, 고춧가루, 진간장, 설탕, 다진 마늘을 섞어 붓는다. ,  4. 센불에서 끓기 시작하면 중불로 낮춘다. ,  5. 뚜껑을 반쯤 덮고 12분 끓이며 중간에 한두 번 저어준다. ,  6. 감자가 젓가락에 쉽게 찔리면 대파를 넣는다. ,  7. 뚜껑을 열고 3분 더 졸여 국물이 자작해지면 불을 끈다.]","[1. 약 3분 ,  2. 약 1분 ,  3. 약 1분 ,  4. 약 2분 ,  5. 12분 ,  6. 약 1분 ,  7. 3분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 불 사용 없음 ,  4. 센 불→중불 ,  5. 중불 ,  6. 불 사용 없음 ,  7. 불 끔]",밀폐 냉장 2일; 냉동은 감자 식감 때문에 비추천,냄비에 물 20ml를 추가해 완전히 끓인 뒤 2분 가열,[스팸은 소시지 100g 또는 참치 80g으로 대체 가능],[대파는 생략 가능; 덜 맵게 하려면 고춧가루를 생략한다],"재료를 비슷한 크기로 썰고, 끓기 시작한 뒤 불을 낮춘 다음 마지막에 간을 맞춘다.",스팸이 짜므로 진간장은 처음 5ml만 넣고 끓인 뒤 필요하면 나머지를 추가한다.,4,5
R0110,스팸 김치볶음밥,볶음밥,볶음밥,"[밥, 스팸, 김치]","[전자레인지, 볶기]","[15분 이하, 원팬 요리, 전자레인지, 설거지 적음, 도시락 가능, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],약간 매움,1인분,"[밥, 스팸, 배추김치, 대파, 식용유, 고추장, 진간장, 설탕, 참기름, 계란, 김가루]","[200g, 80g, 100g, 20g, 5ml(1작은술), 5g(1작은술), 2.5ml(1/2작은술), 2g, 2.5ml(1/2작은술), 1개(선택), 2g]",11,15,매우 쉬움,"[칼, 도마, 프라이팬, 뒤집개]",적음,7,"[1. 스팸과 김치는 0.7cm 크기로 자르고 대파는 송송 썬다. ,  2. 찬밥은 전자레인지 700W에서 40초 데워 덩어리를 푼다. ,  3. 프라이팬에 스팸을 넣고 중불에서 2분 볶아 기름을 낸다. ,  4. 대파와 김치를 넣어 3분 볶고 설탕과 고추장을 넣는다. ,  5. 밥을 넣어 3분 볶은 뒤 팬 가장자리에 진간장을 넣어 섞는다. ,  6. 불을 끄고 참기름과 김가루를 넣는다. ,  7. 계란을 사용할 경우 별도로 프라이해 위에 올린다.]","[1. 약 3분 ,  2. 40초 ,  3. 2분 ,  4. 3분 ,  5. 3분 ,  6. 약 1분 ,  7. 약 1분]","[1. 불 사용 없음 ,  2. 전자레인지 700W ,  3. 중불 ,  4. 중불 ,  5. 중불 ,  6. 불 끔 ,  7. 불 사용 없음]",빠르게 식혀 밀폐 냉장 1일,"전자레인지 700W에서 2분, 중간에 한 번 섞어 중심까지 뜨겁게 데운다",[스팸은 소시지 80g 또는 참치 60g으로 대체 가능],[계란·김가루·참기름은 생략 가능],밥은 미리 따뜻하게 풀어 두고 양념은 절반만 먼저 넣은 뒤 맛을 보고 추가한다.,스팸과 김치가 모두 짜다. 진간장은 마지막에 소량만 넣고 소금은 추가하지 않는다.,5,5
R0111,스팸 주먹밥,밥·덮밥,주먹밥,"[밥, 스팸]","[볶기, 섞기, 성형하기]","[10분 이하, 원팬 요리, 도시락 가능, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],없음,1인분,"[밥, 스팸, 김가루, 참기름, 마요네즈, 통깨, 식용유]","[200g, 70g, 5g, 5ml(1작은술), 10g(2작은술, 선택), 1g, 2.5ml(1/2작은술)]",7,10,매우 쉬움,"[칼, 도마, 프라이팬, 볼, 주걱, 위생장갑]",보통,6,"[1. 스팸은 0.5cm 크기로 잘게 자른다. ,  2. 팬에 식용유를 얇게 바르고 중불에서 스팸을 3분 볶는다. ,  3. 볼에 따뜻한 밥, 볶은 스팸, 김가루, 참기름, 통깨를 넣는다. ,  4. 마요네즈를 사용할 경우 넣고 주걱으로 고루 섞는다. ,  5. 혼합물을 4등분하고 위생장갑을 낀 손으로 단단히 뭉친다. ,  6. 한입 크기 주먹밥으로 모양을 잡아 바로 먹는다.]","[1. 약 1분 ,  2. 3분 ,  3. 약 2분 ,  4. 약 1분 ,  5. 약 1분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 중불 ,  3. 불 사용 없음 ,  4. 불 사용 없음 ,  5. 불 사용 없음 ,  6. 불 사용 없음]",가능하면 당일 섭취; 밀폐 냉장 1일,젖은 키친타월을 덮고 전자레인지 700W에서 1분 30초 데운다,[스팸은 참치 60g 또는 소시지 70g으로 대체 가능],[마요네즈·통깨는 생략 가능],밥은 미리 따뜻하게 풀어 두고 양념은 절반만 먼저 넣은 뒤 맛을 보고 추가한다.,밥이 너무 차갑거나 스팸 조각이 크면 잘 뭉쳐지지 않는다. 따뜻한 밥과 0.5cm 이하의 스팸을 사용한다.,5,5
R0112,스팸마요 덮밥,밥·덮밥,덮밥,"[밥, 스팸, 계란]","[볶기, 굽기, 조리기]","[15분 이하, 원팬 요리, 도시락 가능, 든든한 한 끼, 남은 재료 활용]",[점심·저녁],없음,1인분,"[밥, 스팸, 계란, 양파, 식용유, 진간장, 설탕, 물, 마요네즈, 김가루, 대파]","[200g, 80g, 1개(50g), 1/4개(50g), 5ml(1작은술), 10ml(2작은술), 5g(1작은술), 30ml, 20g(1큰술+1작은술), 3g, 8g]",11,15,매우 쉬움,"[칼, 도마, 볼, 프라이팬, 뒤집개, 밥그릇]",보통,6,"[1. 스팸은 1cm 크기, 양파는 0.5cm 두께, 대파는 송송 썬다. ,  2. 팬에 스팸을 중불에서 3분 노릇하게 볶아 접시에 꺼낸다. ,  3. 같은 팬에 양파, 진간장, 설탕, 물을 넣고 중불에서 3분 조린다. ,  4. 계란은 볼에 풀어 다른 빈 공간이나 깨끗한 팬에서 약불로 부드럽게 스크램블한다. ,  5. 밥 위에 조린 양파, 스팸, 계란을 차례로 올린다. ,  6. 마요네즈를 가늘게 뿌리고 김가루와 대파를 올린다.]","[1. 약 1분 ,  2. 3분 ,  3. 3분 ,  4. 약 1분 ,  5. 약 1분 ,  6. 약 1분]","[1. 불 사용 없음 ,  2. 중불 ,  3. 중불 ,  4. 약불 ,  5. 불 사용 없음 ,  6. 불 사용 없음]",토핑과 밥을 따로 밀폐 냉장 1일,각각 전자레인지 700W에서 중심까지 뜨겁게 데운 뒤 새 마요네즈를 뿌린다,[스팸은 참치 60g 또는 소시지 80g으로 대체 가능],[대파·김가루는 생략 가능],밥은 미리 따뜻하게 풀어 두고 양념은 절반만 먼저 넣은 뒤 맛을 보고 추가한다.,스팸과 간장 모두 짜므로 추가 소금을 넣지 않는다. 양파소스가 너무 짜면 물 15ml를 더 넣는다.,5,5
R0113,시금치무침,반찬,무침,[시금치],"[데치기, 무치기]","[10분 이하, 냄비 하나, 도시락 가능, 밥반찬]",[점심·저녁],없음,1인분,"[시금치, 국간장, 소금, 다진 마늘, 참기름, 통깨]","[200g, 5ml(1작은술), 0.8g, 2g, 5ml(1작은술), 2g(1/2작은술)]",6,10,매우 쉬움,"[칼, 도마, 냄비, 체, 볼]",보통,6,"[1. 시금치는 뿌리 끝을 자르고 줄기 사이 흙이 없도록 두세 번 씻는다. ,  2. 냄비에 물 1L를 끓이고 소금 0.3g을 넣는다. ,  3. 시금치를 줄기부터 넣어 40초 데친다. ,  4. 즉시 찬물에 헹구고 두 손으로 가볍게 물기를 짠다. ,  5. 길면 5cm로 자르고 국간장, 남은 소금, 다진 마늘, 참기름을 넣는다. ,  6. 손끝으로 30초 무친 뒤 통깨를 뿌린다.]","[1. 약 3분 ,  2. 약 2분 ,  3. 40초 ,  4. 약 1분 ,  5. 약 3분 ,  6. 30초]","[1. 불 사용 없음 ,  2. 중불 ,  3. 중불 ,  4. 불 사용 없음 ,  5. 불 사용 없음 ,  6. 불 사용 없음]",밀폐 냉장 2일; 냉동 비추천,차갑게 먹거나 전자레인지 700W 30초 데운다,"[국간장은 소금 0.5g 추가로 대체 가능,  참기름은 들기름으로 대체 가능]",[다진 마늘과 통깨는 생략 가능],채소의 물기를 충분히 뺀 뒤 먹기 직전에 양념하면 물이 덜 생기고 간도 흐려지지 않는다.,오래 데치면 물러지고 검게 변한다. 끓는 물에서 40초만 데친 뒤 즉시 찬물에 헹군다.,5,5
R0114,식빵피자,간식·야식,간편 피자,"[식빵, 모차렐라 치즈, 양파]","[에어프라이어, 굽기]","[15분 이하, 에어프라이어, 불 없이 가능, 설거지 적음, 야식]","[간식, 야식]",없음,1인분,"[식빵, 토마토소스, 모차렐라 치즈, 양파, 파프리카, 햄 또는 소시지, 옥수수 통조림]","[2장(70g), 40g 또는 케첩 30g, 70g, 30g, 30g, 40g, 20g]",7,12,매우 쉬움,"[칼, 도마, 에어프라이어 또는 오븐, 종이포일]",적음,6,"[1. 양파와 파프리카는 0.5cm 크기, 햄은 얇게 썰고 옥수수는 물기를 뺀다. ,  2. 식빵 위에 토마토소스를 가장자리 0.5cm를 남기고 바른다. ,  3. 모차렐라 치즈 절반을 나눠 올린다. ,  4. 양파, 파프리카, 햄, 옥수수를 고르게 올린다. ,  5. 남은 치즈를 덮고 에어프라이어 170℃에서 6~7분 굽는다. ,  6. 치즈가 녹고 식빵 가장자리가 노릇하면 1분 식혀 먹는다.]","[1. 약 3분 ,  2. 약 1분 ,  3. 약 1분 ,  4. 약 1분 ,  5. 6~7분 ,  6. 1분]","[1. 불 사용 없음 ,  2. 불 사용 없음 ,  3. 불 사용 없음 ,  4. 불 사용 없음 ,  5. 에어프라이어 170℃ ,  6. 불 사용 없음]",가능하면 즉시 먹는다; 밀폐 냉장 1일,에어프라이어 160℃ 3분 재가열,"[햄은 참치 40g 또는 버섯 50g으로 대체 가능,  토마토소스는 케첩으로 대체 가능]",[파프리카·옥수수 중 하나는 생략 가능],재료 표면의 물기를 닦고 팬을 충분히 예열한 뒤 올리면 달라붙음과 물 생김을 줄일 수 있다.,수분 많은 토핑을 많이 올리면 빵 가운데가 눅눅하다. 옥수수 물기를 빼고 토핑을 얇게 올린다.,5,5
R0115,알리오 올리오,면,파스타,"[스파게티면, 마늘]","[삶기, 볶기]","[든든한 한 끼, 야식]","[점심·저녁, 야식]",약간 매움,1인분,"[스파게티면, 마늘, 올리브유, 페페론치노, 소금, 면수, 후추, 파슬리가루]","[100g, 6쪽(30g), 30ml(2큰술), 2개(0.5g, 선택), 8g(면 삶는 물용), 100ml, 0.1g, 0.2g(선택)]",8,20,쉬움,"[큰 냄비, 칼, 도마, 프라이팬, 집게, 국자]",보통,7,"[1. 마늘은 0.2~0.3cm 두께로 편 썰고 페페론치노는 반으로 자른다. ,  2. 냄비에 물 1L와 소금 8g을 넣고 끓여 면을 포장 시간보다 1분 짧게 삶는다. ,  3. 면이 익는 동안 팬에 올리브유와 마늘을 넣고 약불에서 4분 천천히 익힌다. ,  4. 마늘 가장자리가 연한 금색이 되면 페페론치노를 넣어 20초 익힌다. ,  5. 삶은 면과 면수 80ml를 팬에 넣고 중불에서 2분 세게 섞는다. ,  6. 소스가 뿌옇게 유화되고 면에 얇게 묻으면 필요 시 면수 20ml를 추가한다. ,  7. 후추와 파슬리를 넣고 불을 끈다.]","[1. 약 3분 ,  2. 1분 ,  3. 4분 ,  4. 20초 ,  5. 2분 ,  6. 약 1분 ,  7. 약 1분]","[1. 불 사용 없음 ,  2. 중불 ,  3. 약불 ,  4. 약불 ,  5. 중불 ,  6. 불 사용 없음 ,  7. 불 끔]",완성 즉시 먹는다; 남으면 밀폐 냉장 1일,물 20ml와 올리브유 5ml를 넣어 팬 약불 3분 재가열,[올리브유는 식용유로 대체 가능하지만 향이 달라진다],[페페론치노와 파슬리는 생략 가능],면을 삶기 전에 양념과 고명을 모두 준비하고 타이머를 켜면 면이 퍼지는 것을 막기 쉽다.,마늘이 갈색으로 진해지면 쓴맛이 난다. 약불을 유지하고 연한 금색에서 바로 면과 면수를 넣는다.,3,4
